-3.877334772077154490e-01,-1.133086210811199646e+00,1.185824117119569809e+00,1.187714865765674199e+00,2.035279597713275379e-01,-1.031593423704064882e+01
-2.006013786454586167e+00,1.023061572408196396e+00,2.842954978735994676e+00,3.886113054839221426e-01,3.285159436000590905e-01,-4.460220108388964988e+00
5.244530985864065409e-01,1.992844980699073787e+00,-8.449447359253837719e-01,5.239162758762024863e-01,7.738458920507944594e-01,1.592360252269084064e+01
1.094713540485105913e-01,2.084628155192856380e-01,-4.997200051171251517e-02,6.440226198760617971e-01,7.122882496149650633e-01,2.519188189175337378e+00
1.474606133078085968e+00,2.071039682290277018e+00,-2.234554654634213558e-02,-9.464329641206510324e-01,8.130316869497634658e-01,2.091950451062052707e+01
1.469970003973871231e+00,1.080925922183410659e+00,3.486391902900045636e-01,2.745840052821367228e-01,-4.830911279184206264e-01,1.077603009758696651e+01
1.691846418287467957e+00,1.602059261020625236e+00,-6.573964295614442843e-01,1.179147541672029398e+00,8.787162087443316505e-01,1.761542254465170387e+01
1.077634274399801084e+00,1.254264408347203430e+00,-9.467328033131996445e-01,9.439825362919755936e-01,1.310453814402873229e-01,1.210096457758422517e+01
5.858912631579398234e-01,1.881667885697462017e+00,-4.804171151812307583e-01,-9.271718248232082571e-01,1.872148577913182121e+00,1.878545846264733399e+01
1.843102373141750627e+00,-1.706294694698636816e+00,4.883643544581495188e-01,-1.824552861536274717e+00,-7.711883067002293923e-02,-1.683407829886738760e+00
2.506142319693653309e-01,-1.182057176856606162e+00,3.104286736373059186e-01,6.179292197069966575e-01,-2.009692258589470093e+00,-1.103762854378541824e+01
-6.943682029028421798e-01,8.854870639099041707e-01,-1.585187599978360451e+00,1.081550437943989751e+00,1.130477042130123705e-01,3.265182142308451496e+00
7.318106173923182300e-01,5.882233672778826028e-01,-3.380578759396880018e-01,8.379525714883475640e-01,6.615341476670953957e-01,7.279756273022099933e+00
4.018993413966230888e-01,-1.369544273912759236e+00,1.737565744914146615e+00,3.168179157030974191e-01,-2.651610467232213830e-01,-9.194374031953749693e+00
7.682840491869694644e-01,-2.059907071855644922e+00,-8.834368732694137805e-01,-7.273879092879733665e-01,-1.215349207853894553e+00,-1.010617986753639386e+01
-4.899451441357688952e-01,1.784511481471578731e-01,3.067018870806497155e-01,-1.229811110672750729e+00,-1.317168297491750906e-01,-2.293981235663775653e-01
