-6.200542431447825242e-01,-1.041144484363323297e+00,6.066677074808637382e-01,-1.695798663661167438e-01,-2.718340811767635312e+00
-3.987064802905156413e-01,5.433239083578874640e-01,-5.724011620652255106e-01,-1.728950752116489520e+00,2.047262861958571101e+00
6.338669517259689634e-01,-4.401395371430713022e-01,-5.185236877870216254e-01,9.367410118325012469e-01,4.093770422633870032e-01
2.386824407831812378e-01,5.686348801150505894e-01,-1.998621962531334839e+00,5.284842847153559120e-01,2.516137439497391881e+00
-1.447988820429791934e-01,-1.193758082653284397e-01,-9.381248405552325975e-01,1.646435353507182675e-01,3.645077328532274619e-01
-1.033830011177653052e+00,1.161113685454246737e-02,2.192434552830822558e-01,-1.019812669637242042e+00,-1.255479671146603859e+00
-2.854726732927517774e-01,1.032925589576213499e+00,-5.564784955427288793e-01,1.233303524117584038e+00,-2.148447855841452148e-01
2.626518472581703456e+00,-2.475488089032553407e-01,-4.774115124830515811e+00,-3.769581364831767756e-01,1.015656139757384402e+01
1.118094628471948404e+00,8.709888902597939797e-01,-3.559423547021564604e-02,-1.702524991090258233e+00,4.845297373764164917e+00
1.623870477069371043e+00,-7.737318820510230566e-02,-4.551698795541118253e-02,9.773200631362718993e-02,3.118152747575423600e+00
-1.997847298753310241e-01,1.080264485766188887e-01,-3.040552382284762434e-01,-8.672637170768479620e-02,9.923859876211793551e-02
-2.112761476121575832e+00,-6.898196484359894187e-01,5.974626928715814911e-01,-1.625227625102665940e-01,-5.350282531040456035e+00
-9.941380588031960563e-01,-6.844718822258409885e-01,-3.453007708659586172e-01,-9.139865430183726769e-01,-1.413460685947901752e+00
5.903344180593673718e-01,-1.296773333447030385e+00,-4.055360285928247821e-01,-6.422256410639700652e-01,9.316571723284992057e-01
-2.108128233278254438e-01,-1.395719379094375379e+00,7.410597604721130827e-02,-8.789152505402237914e-01,-1.012535751257013894e+00
2.000301377253276280e-01,-1.558798964447628332e+00,1.377606383969379178e-01,-3.733308858852166789e-01,-9.231684415086942597e-01
-9.287931484412937921e-01,1.156150084252158372e+00,1.570145492047083646e+00,-1.359257795132763347e+00,-9.123239095447495117e-01
1.191906478785911938e+00,2.845937877333304389e-01,-1.027978941245668132e+00,-4.121694743280813755e-01,4.108555160878903934e+00
8.413741096843254663e-01,-9.467167130305221834e-01,-1.471471220157205106e+00,-8.955402075221416958e-01,3.103042934017475663e+00
-8.296925510780105428e-01,1.145554608716218725e+00,6.713754380933369958e-01,7.795166609909291999e-01,-1.964722592524068556e+00
1.078497902601971647e+00,-2.150284271892632382e-01,8.730453049751809580e-01,-1.366661986449685395e+00,2.435584059489184661e+00
-1.287403597739460448e+00,-1.735866717277054549e+00,1.324650202426516099e+00,-1.121465866289357516e+00,-4.513858248893134473e+00
1.140307839704192361e+00,1.127401167371240298e-01,-4.335927655390471869e-01,9.188148348106166541e-01,1.908133726873939340e+00
6.875287757753812956e-01,2.819925687692732552e-01,1.469202680512055048e+00,1.114181883342396651e+00,-9.263344435344158523e-01
3.431406480200914211e-01,-1.400495268278839356e-01,1.884889732442882604e-01,6.115447661642041677e-01,-2.538019701961935493e-01
3.034767738233283274e-01,5.193772577749639074e-01,-1.631390864748487379e+00,-1.872171768051339669e+00,4.629893438221447610e+00
2.208233054135823881e-01,2.142958116077927633e-01,-2.320288980164703085e-01,-3.159152256735166531e-01,1.203886546124944612e+00
-1.003572518495351229e+00,-2.375318114222672861e-01,-4.979354571431687249e-01,3.312286689830040154e-01,-2.077970060252805062e+00
2.159705302872322596e-01,3.113604569403736644e+00,8.796213132130663581e-01,-8.487780673305482804e-01,3.514702384095683030e+00
2.443599836007818826e+00,6.531410801987188597e-01,3.942335881885652982e-01,-1.427106070677668370e+00,6.573213234703459307e+00
-5.334460094335264913e-01,-1.183425194456038332e+00,-8.275730560081336062e-02,-1.474597950171293581e+00,-6.929619575509844420e-01
9.722767679733104185e-01,6.072098983288113372e-01,-7.268327092829828251e-01,-1.409632466762434699e+00,4.688228610320850365e+00
-1.934253388068671864e+00,-3.362636709192284856e-01,1.243644003963078726e+00,1.038468340993067493e-02,-5.458799134429581201e+00
1.470062345448253316e+00,9.017802456423490431e-01,-3.159247168179267762e-01,1.713435991147218562e+00,2.444393662209563889e+00
1.690032441899511628e+00,9.148470938519787099e-01,1.459566010170112005e+00,-1.626165506973857311e-01,2.997962518178275637e+00
8.204333954113388616e-01,1.860388862926703468e-01,-4.695458784731963708e-02,-3.385407598590354228e-01,2.212401024821703199e+00
-1.597349261803105103e+00,-1.422747303962838272e-01,-4.019560152951003329e-01,4.263694886759363811e-01,-3.361386727383329998e+00
-1.440559878721867859e+00,-7.061825460922268594e-01,1.747940075530415305e+00,5.252504463268451440e-01,-5.860492825393222915e+00
1.279756697416995770e-01,-2.695497777450733268e-01,-1.259650346960870249e-01,9.567831165825783080e-01,-8.444165201481654837e-01
1.310149467430682391e+00,6.852252643347639394e-01,-3.849514201773900773e-02,4.377432363224866285e-01,2.906276104891380996e+00
5.139861768529726538e-01,6.805840275027172925e-01,1.406466119777974644e+00,-3.077921678005035022e-01,6.098824292311915141e-01
-1.863642787097079756e+00,-1.582747609673685885e+00,-1.720825585935213675e-01,2.996973633451511243e-01,-5.437647988619475292e+00
-9.839416272036081157e-01,3.220085039714249975e-01,-1.364409722017497772e+00,9.586653585934468147e-01,-1.240130387011740165e+00
1.334664766555248017e+00,1.607204585052792289e+00,1.086200434885075117e+00,9.791461320377634059e-02,3.092419070074436949e+00
-1.220925370703036972e+00,3.097741975463896499e-02,1.973972122825123021e+00,9.112662627209687782e-01,-5.296111707197526997e+00
1.505956520977514090e+00,7.829033354028713809e-02,1.547775584216318501e-01,8.740835135530776734e-01,2.061342303520605768e+00
-5.214072864809039531e-01,-9.770078920748780094e-02,-4.404582993097763133e-01,-5.481869948947064586e-01,-1.518700679648129492e-01
9.334639028568917363e-01,-1.307359826879924691e-01,-4.605365873003338106e-01,8.482294191047370369e-01,1.348498991221387833e+00
-1.918354664808450682e-01,7.032622656171232389e-01,1.522628550086225330e+00,-2.427355571223345776e-01,-9.603016603084575387e-01
8.407517545833117500e-01,6.024763707504681154e-01,1.910607122684693460e+00,-1.886673293173057653e+00,2.260046050405455809e+00
-8.236576040641847563e-01,1.371869877810793836e+00,-2.951355008839102179e-01,-7.175804836893424909e-02,9.144821893526877687e-02
-1.764416514228640542e+00,5.610998085718126721e-02,-5.258920279224832406e-01,-9.562487064275045912e-01,-1.990582313250111923e+00
5.797399254758651699e-01,-2.264993756450634610e+00,-8.477351584150016883e-01,3.605790534393042979e-01,-6.183578005232068797e-01
1.403129456790930263e+00,-7.824926277763989413e-01,-4.471177881814935584e-01,1.467704676969718181e+00,1.003179397017236907e+00
-8.764306965230362900e-01,-1.218577720637606943e+00,-7.003420636768465934e-01,-8.002691153377676780e-01,-1.470827934669065140e+00
3.561535011780105342e-01,8.744039981619453616e-01,-1.110104236826101820e+00,9.479371143341506212e-01,1.748878123009917740e+00
1.637893403216558186e+00,6.162171533173558258e-01,2.020970665616681039e+00,1.270973294502403483e+00,6.000599996313877860e-01
1.850068207418227306e+00,-1.657974049782052539e+00,-1.789313641547906064e+00,7.513062771990869360e-01,3.080169729403221091e+00
